order_id,title,document_type,court_level,court,court_code,state,judge,judge_role,issued_date,effective_date,amended_date,status,ai_scope,applies_to,case_types,sanctions_language,key_provisions,summary,source_url,source_type,secondary_urls,archive_url,fetched_at,text_sha256,text_excerpt,verification,lead_source,notes,obligations.ai_drafting,obligations.disclose_use,obligations.disclose_tool,obligations.disclose_how_used,obligations.certify_accuracy,obligations.certify_human_review,obligations.certify_confidentiality,obligations.verify_citations,obligations.mark_ai_sections,obligations.retain_prompts,obligations.ai_generated_evidence_disclosure,obligations.ai_recording_in_courtroom,obligations.warning_only
cand-chhabria-2026-class-settlement-ai,Judge Chhabria Civil Standing Order,standing-order,federal-district,U.S. District Court for the Northern District of California,cand,California,Judge Vince Chhabria,district-judge,2026-06-26,,2026-06-26,in-force,any-ai,"[""attorneys"", ""parties""]","[""civil""]",,"[""Preliminary approval materials for class settlements must address settlement administration issues."", ""The order requires disclosure whether AI will be used to administer the settlement."", ""If AI will be used, the parties must explain safeguards for accuracy and lack of bias.""]","Judge Vince Chhabria’s Northern District of California civil standing order addresses artificial intelligence in class settlement administration. Parties seeking preliminary settlement approval must state whether AI will be used by the administrator, subcontractors, or vendors and, if so, identify safeguards for accuracy and bias.",https://www.cand.uscourts.gov/sites/default/files/standing-orders/VC-Civil-Standing-Order-6-26-2026.pdf,court-pdf,[],,2026-09-06,c35049160676e8c455bd922d169093ad2df6b2043ba45292a563d207b7713741,"artificial intelligence will be used to administer the settlement either by the

    administrator or subcontractors and, if so, what safeguards will ensure accuracy and

    lack of bias; and (e) a detailed fraud prevention plan, including whether there will be

    real-time fraud reporting and assessments to detect if an unusual number of payments

    are being sent to linked accounts. Proposed class counsel’s declaration shall describe

    what due diligence counsel performed regarding the proposed admini",fetched-and-read,"[""court-site-crawl""]",,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
cand-cisneros-2026-technological-assistance,Civil Standing Order for Magistrate Judge Lisa J. Cisneros,standing-order,federal-magistrate,U.S. District Court for the Northern District of California,cand,California,Magistrate Judge Lisa J. Cisneros,magistrate-judge,2026-02-17,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""civil""]","""may be grounds for sanctions and/or striking a filing""","[""Parties are not categorically prohibited from using lawful technological assistance, including AI."", ""Attorneys and unrepresented parties must understand limitations of tools they use."", ""The court imputes computer-based tool errors to the signer."", ""Failure to verify briefs and citations may support sanctions or striking a filing.""]","Magistrate Judge Lisa J. Cisneros’s civil standing order states that parties may use lawful technological assistance, including AI tools, for research or drafting. Attorneys and unrepresented parties remain responsible for submissions, and failure to verify briefs and citations may lead to sanctions or striking.",https://www.cand.uscourts.gov/sites/default/files/standing-orders/LJC-CivilStandingOrder_2-17-26.pdf,court-pdf,[],,2026-09-06,c07fe55058be410c88fe9339aac420cfc57f53da4fafd3808f4ec2b09f57fd33,"technological assistance in researching or drafting briefs, including artificial intelligence (AI)
tools that assist in the preparation of material for submission to the Court. That said, attorneys
and unrepresented parties must understand the limitations of any tools that they use, and they
remain fully responsible for the final products they submit to the Court. The Court will impute
any errors by computer-based tools to the attorney or unrepresented party whose signature
appears on the document containing those",fetched-and-read,"[""court-site-crawl""]",,permitted,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
cand-kang-2025-ai-filings-evidence,Standing Order for Civil Cases Before Magistrate Judge Peter H. Kang,standing-order,federal-magistrate,U.S. District Court for the Northern District of California,cand,California,Magistrate Judge Peter H. Kang,magistrate-judge,2025-07-16,2025-07-16,2025-07-16,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""civil""]","""is grounds for potential sanctions""","[""AI-created or AI-drafted text in briefs, pleadings, or other documents must be identified in a caption, table, or notice."", ""Counsel must maintain records sufficient to identify AI-created portions if requested by the court."", ""Parties may not file hallucinated citations or uncorroborated assertions of law or fact."", ""AI-generated evidentiary material must be disclosed or produced in discovery and identified by notice."", ""Counsel and parties must keep records sufficient to corroborate compliance with confidentiality obligations.""]","Magistrate Judge Peter H. Kang’s civil standing order gives detailed conditions for AI use in filings, evidence, and confidentiality. It requires identification of AI-drafted text, prompt or portion records on request, discovery disclosure for AI-generated evidence, and verification against hallucinated citations or facts.",https://www.cand.uscourts.gov/sites/default/files/standing-orders/PHK-Civil-Standing-Order_2025.7.16.pdf,court-pdf,[],,2026-09-06,90ef8275e85279d1e66e28a6e0663552514a74751116090ba6b18bb5eae97685,"12          C.      Artificial Intelligence (AI) and Filings with the Court


 United States District Court
                                  13          The Court is aware of recent developments regarding generative AI and its impact on

                                  14   litigation. Accordingly, the Court provides the following guidance for parties and their counsel in

                                  15   this evolving area. If parties have specific proposals for modifying",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,required,not-addressed,not-addressed,not-addressed,required,required,required,required,not-addressed,False
cand-vankeulen-2026-ai-submissions,Civil and Discovery Referral Matters Standing Order,standing-order,federal-magistrate,U.S. District Court for the Northern District of California,cand,California,Magistrate Judge Susan van Keulen,magistrate-judge,2026-02,,2026-02,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""civil""]","""may be grounds for sanctions""","[""Generative AI use in court submissions is not prohibited."", ""Counsel and self-represented parties must personally confirm the accuracy of AI-generated content."", ""A signature on a submission containing AI-generated content is a certification of personal verification."", ""Errors by AI tools are imputed to the signer."", ""Counsel must maintain records of prompts or inquiries if they become relevant.""]",Magistrate Judge Susan van Keulen’s updated civil and discovery referral standing order permits generative AI use in submissions but treats the signer’s signature as a certification that AI-generated content was personally verified. The order also requires prompt records if they become relevant.,https://www.cand.uscourts.gov/sites/default/files/standing-orders/SvK-Civil_and_DiscoveryReferralMatters_StandingOrder-2-2026.pdf,court-pdf,[],,2026-09-06,662f6c0fbe7fe517f14c44ad28ba7cd976e7a830c584222ab0010c35c0aa46ca,"10.    USE OF ARTIFICIAL INTELLIGENCE (AI)
       Counsel is responsible for providing complete and accurate representations in any
       submission (including filings, demonstratives, evidence and oral argument) to the Court
       as required by Rule 11 of the Federal Rules of Civil Procedure, the California Rules of
       Professional Conduct, and any other applicable legal or ethical guidance. Use of
       generative AI tools, such as ChatGPT, Claude, Gemini, etc., in preparing submissions to
       the Cour",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,required,not-addressed,not-addressed,False
cod-kane-2026-ai-certification,Pretrial and Trial Procedures Memorandum for Civil Cases,standing-order,federal-district,U.S. District Court for the District of Colorado,cod,Colorado,Judge John L. Kane,district-judge,,,2026-03,in-force,generative-ai,"[""all-filers""]","[""civil""]",,"[""Every filing prepared in whole or part using generative AI must include a certification."", ""The certification must identify the portion of the filing prepared with generative AI."", ""The filer must affirm human review of AI-drafted language for accuracy using print reporters or traditional databases."", ""The filer must attest that legal citations are to actual cases or cited authority."", ""Rule 11 and 28 U.S.C. § 1927 remain applicable.""]","Judge John L. Kane’s revised District of Colorado civil pretrial and trial procedures require a certification in every filing prepared in whole or part with generative AI. The certification identifies AI-prepared portions, confirms human accuracy review using traditional sources, and attests citations are real.",https://www.cod.uscourts.gov/Portals/0/Documents/Judges/JLK/JLK_Pretrial_and_Trial_Procedures_Memo_Civil.pdf,court-pdf,[],,2026-09-06,64ef5dd2a6d049ff104a51db200c6937a20e7f6ce2a9d6b1ae68c6dcfc555119,"B. Certification Regarding the Use of Generative Artificial Intelligence (GenAI) .................. 5
   C. Format for Motions .............................................................................................................. 6
   D. Index of Attached Exhibits .................................................................................................. 6
   E. Incorporation by Reference .................................................................................................. 6
   F. Dea",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,required,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
cod-wang-2025-ai-certification,Standing Order Regarding the Use of Generative Artificial Intelligence in Court Filings,standing-order,federal-district,U.S. District Court for the District of Colorado,cod,Colorado,Judge Nina Y. Wang,district-judge,,2025-12-01,,in-force,generative-ai,"[""all-filers""]","[""all""]","""may be stricken without substantive consideration""","[""Every filing must contain an AI certification regarding use or non-use of generative AI."", ""The certification must be signed by all individuals who contributed to drafting."", ""If AI drafted any language, each contributor must certify human review for accuracy."", ""All legal citations must reference actual non-fictitious cases or authority."", ""Noncompliant filings may be stricken with leave to refile.""]","Judge Nina Y. Wang’s District of Colorado standing order requires every filing to include an AI certification signed by all drafting contributors. The certification states whether generative AI was used and, if so, confirms human review for accuracy and that all legal citations are real.",https://www.cod.uscourts.gov/Portals/0/Documents/Judges/NYW/NYW_Standing_Order_Regarding_AI_Certification.pdf,court-pdf,[],,2026-09-06,971fcebeab6a429a369eb9c7bdb16f6a1fca1cc71cc895ae969c55193bf1351d,"USE OF GENERATIVE ARTIFICIAL INTELLIGENCE (“AI”) IN COURT FILINGS

A.   Certification Re: Use of Generative Artificial Intelligence (“AI”) for Drafting

     1. Every filing shall contain an AI Certification regarding the use, or non-use,
     of generative AI (such as ChatGPT, Harvey.AI, or Google Gemini) in preparing
     the filing, signed by all individuals who contributed to the drafting of the filing.
     To the extent that generative AI was used in any drafting of the filing, each
     individual must cert",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
cod-crews-2026-ai-certification,Standing Order for Civil Cases,standing-order,federal-district,U.S. District Court for the District of Colorado,cod,Colorado,Judge S. Kato Crews,district-judge,,,2026-01-01,in-force,generative-ai,"[""attorneys"", ""parties""]","[""civil""]","""The Court will strike any filing""","[""Substantive motions, including Rules 12, 56, and 65 motions, responses, and replies, must contain an AI certification."", ""The certification must state use or non-use of generative AI."", ""If AI drafted language, a filer or another human must personally review it for accuracy."", ""The certification must state that all legal citations are actual non-fictitious cases or cited authority."", ""The court will strike filings that omit the certification.""]","Judge S. Kato Crews’s revised District of Colorado civil standing order requires AI certifications for substantive motions and related briefing. Filers must disclose use or non-use of generative AI, certify human accuracy review when AI drafted language, and confirm citations are real or the filing may be stricken.",https://www.cod.uscourts.gov/Portals/0/Documents/Judges/SKC/SKC_Standing_Order_Civil_Cases.pdf,court-pdf,[],,2026-09-06,331d2926acdcb2265402fd13e87419e1575d614a4aa40e0455ff41af53ebedb3,"2.       Certification Re: Use of Generative Artificial Intelligence (AI) for Drafting 6
   3.       Format of Pleadings and Documents Presented for Filing ................................... 6
   4.       Motions for Summary Judgment ...................................................................................... 6
D. Proposed Final Pretrial Order .......................................................................................................... 9
E. Trial Information ..............................",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]","Text states Revised: January 1, 2026; prior lead date was December 9, 2024.",permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
cod-braswell-2025-ai-guidance,Guidance on Responsible AI Use in Court Proceedings,practice-direction,federal-magistrate,U.S. District Court for the District of Colorado,cod,Colorado,Magistrate Judge Maritza Dominguez Braswell,magistrate-judge,,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants"", ""parties""]","[""all""]",,"[""The guidance focuses on AI hallucinations but says it does not establish new rules or requirements."", ""The court encourages conferral when an opponent’s filing appears to contain a hallucination."", ""After conferral, parties may jointly email chambers to identify the issue and resolution."", ""The court lists factors it may consider when addressing hallucinations."", ""The guidance flags privacy, bias, deepfakes, misinformation, and human control as broader AI concerns.""]","Magistrate Judge Maritza Dominguez Braswell’s District of Colorado guidance discusses responsible AI use and hallucinations in court submissions. It expressly states that it is not an order and does not create new requirements, but suggests conferral, court notice, and factors for addressing hallucinations.",https://www.cod.uscourts.gov/Portals/0/Documents/Judges/MDB/MDB_AI_Guidance.pdf,court-pdf,[],,2026-09-06,961adf832c3037f87055e82288f24d5943887259b0feb5f901ed35613de3e700,"In recent months, much of the conversation about Generative AI (GenAI) has focused on
hallucinations: instances when a GenAI tool invents quotes and legal authority. These incidents
are serious and deserve attention. But when the narrative begins and ends with hallucinations, it
limits the kind of thoughtful exploration that’s essential for responsible innovation. It also risks
distracting us from other, equally important issues raised by AI’s growing role in law and society.

With this document, the Court provides",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",Undated text; PDF metadata showed creation in October 2025 but date not coded as issued date.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
cod-prose-2024-ai-certification,Standing Order Requiring Certification Re: Use of Artificial Intelligence in Filings,standing-order,federal-magistrate,U.S. District Court for the District of Colorado,cod,Colorado,Magistrate Judge Susan Prose,magistrate-judge,2024-10-21,,,in-force,generative-ai,"[""all-filers""]","[""civil""]","""The court will strike any filing""","[""In consent cases, specified motions and opposed motions must contain a certification about use or non-use of generative AI."", ""In referral cases, the order applies to nondispositive opposed motions referred to the magistrate judge."", ""The preparer must certify no AI drafting or that AI-drafted language was personally reviewed by a human."", ""The certification must attest that legal citations are to actual cases or cited authority."", ""The court will strike filings that omit the certification.""]","Magistrate Judge Susan Prose’s District of Colorado standing order requires AI-use or non-use certifications for specified filings in consent cases and referred nondispositive opposed motions. The preparer must certify human review of AI-drafted language and that legal citations are actual authority, or the filing will be stricken.",https://www.cod.uscourts.gov/Portals/0/Documents/Judges/SP/SP_Standing_Order_AI_Filings.pdf,court-pdf,[],,2026-09-06,ee29b1f40bda2b5b6972bf2e5dd98a18978683a2fee9a7d8d3c2808c31e36592,"generative artificial intelligence (AI) (such as ChatGPT, Harvey.AI, Google Bard, etc.) in

preparing the filing, including any proposed amended pleadings.

        The preparer of the filing must certify either that (a) no portion of the filing was drafted

by AI, or that (b) any language drafted by AI (even if later edited by a human being) was

personally reviewed by the filer or another human being for accuracy using print reporters or

traditional legal databases and attesting that the legal citations are to",fetched-and-read,"[""legalrealist"", ""court-site-crawl""]",,permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
ct-superior-court-2026-generative-ai-compliance,Practice Book Amendments: Generative Artificial Intelligence Compliance,local-rule,state-judiciary-wide,Connecticut Superior Court,ct-superior-court,Connecticut,,,2026-06-23,2026-06-23,,in-force,generative-ai,"[""all-filers""]","[""all""]","""may result in court-imposed sanctions, including, without limitation, the entry of a nonsuit or default judgment.""","[""Section 4-9 defines generative AI and covers court-filed documents."", ""A person using generative AI to create or edit a filing must independently verify AI-produced citations, legal authorities, or evidence."", ""By filing, a person represents good-faith diligent efforts to comply with the rule."", ""The Section 4-2 signature certification incorporates Section 4-9 compliance.""]","The Connecticut Superior Court’s June 23, 2026 Practice Book amendments add Section 4-9 on generative AI compliance and revise Section 4-2. Anyone using generative AI to create or edit a court-filed document must independently verify all AI-produced citations, legal authorities, or evidence, and filing represents diligent compliance.",https://www.jud.ct.gov/legalresources/Docs/LJDocs/Misc/2026/26/pblj_8752.pdf,court-pdf,[],,2026-09-06,eaa615ad9e770923efa580f720b855175f013dcf3c080e488d96049ef54ce39a,"""shall independently verify all citations, legal authorities or evidence produced by generative AI""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
ctd-court-2025-ai-assisted-research-notice,Notice to Counsel and Litigants Regarding AI-Assisted Research,notice,federal-district,U.S. District Court for the District of Connecticut,ctd,Connecticut,,,2025-09-12,,,in-force,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""Such filings will often result in sanctions absent reasonable excuse.""","[""Attorneys and pro se litigants should use great caution with AI-generated language."", ""Use of AI without verification implicates Rule 11."", ""The court has a no-tolerance policy for hallucinated legal propositions or severe misstatements of law.""]","The District of Connecticut’s September 12, 2025 notice tells attorneys and pro se litigants to exercise great caution when submitting AI-generated language in filings. It warns that unverified AI output implicates Rule 11 and that briefing, AI-assisted or not, hallucinating legal propositions or misstating law will often result in sanctions.",https://www.ctd.uscourts.gov/sites/default/files/Notice-to-Counsel-and-Litigants-Regarding-AI.pdf,court-pdf,[],,2026-09-06,eeaedc12c5c131499f1de3509aebd3e55e45da97151e5237114b28b2b8574b2b,"""the Court has a no-tolerance policy for any briefing (AI-assisted or not) that hallucinates legal propositions""",fetched-and-read,"[""legalrealist""]",,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
de-supreme-court-2024-genai-policy,Order Adopting Interim Policy on the Use of GenAI by Judicial Officers and Court Personnel,administrative-order,state-judiciary-wide,Delaware Judiciary,de-supreme-court,Delaware,,,2024-10-21,2024-10-21,,in-force,generative-ai,"[""judges"", ""court-staff""]","[""all""]",,"[""The policy applies to authorized users in official duties and on state technology resources."", ""Authorized users are responsible for GenAI output accuracy and must use caution."", ""Decision-making functions may not be delegated to approved GenAI."", ""Non-public information may not be input into non-approved GenAI, and non-approved GenAI may not be used on state resources.""]","The Delaware Supreme Court’s October 21, 2024 order adopts an interim GenAI policy for judicial officers, employees, law clerks, interns, externs, and volunteers. Authorized users remain responsible for GenAI output, may not delegate decision-making to GenAI, and may not enter non-public information into non-approved GenAI tools.",https://courts.delaware.gov/forms/download.aspx?id=266848,court-pdf,[],,2026-09-06,6ae119acada0b1a6e438a03504a17801ea41a56f417fc25048c706e0dfc43759,"""Authorized Users may not delegate their decision-making function to Approved GenAI.""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
dccourts-2026-ai-task-force-link,In re A.I. Task Force of the D.C. Courts,administrative-order,territorial,District of Columbia Courts,,District of Columbia,Chief Judge Anna Elizabeth Blackburne-Rigsby; Judge Milton C. Lee,appellate-judge,2026-03-06,,,unknown,unclear,"[""judges"", ""court-staff""]","[""all""]",,"[""Primary PDF text was not retrieved during this crawl; no provisions were coded.""]","The official District of Columbia Courts PDF URL for an artificial-intelligence task-force administrative order returned a 403 response during this crawl. This link-only row preserves the official source for human follow-up, and no obligations or sanctions were coded without primary text.",https://www.dccourts.gov/sites/default/files/2026-03/Artificial-Intelligence-Task-Force-Administrative-Order-Revised-FINAL-03062026%20%281%29.pdf,state-court-site,[],,2026-09-06,,,link-only,"[""safelegalai-regulation-tracker""]",Direct fetch returned “403 Forbidden Microsoft-Azure-Application-Gateway/v2”; no Internet Archive capture was found in this session.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
fl18-court-2026-generative-ai-disclosure,Administrative Order No. 26-10: Disclosure of Use of Generative Artificial Intelligence by Attorneys and Self-Represented Litigants,administrative-order,state-trial,Eighteenth Judicial Circuit of Florida,fl-18th-cir,Florida,Chief Judge Melanie Chase,chief-judge,2026-02-13,2026-02-13,,rescinded,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""may result in sanctions, including but not limited to striking the filing""","[""Generative AI use in preparing a pleading, motion, memorandum, response, proposed order, or court record must be disclosed on the face of the filing."", ""The filing must certify that factual assertions, legal authority, and citations were independently reviewed and verified for accuracy."", ""The order prohibits fabricated or hallucinated authority, reliance on AI-generated citations without verification, and failure to disclose."", ""Administrative Order 26-24 rescinded this order on June 1, 2026 after the Florida Supreme Court amended Rule 2.515(d)(2).""]","The Eighteenth Judicial Circuit of Florida required attorneys and self-represented litigants to disclose generative AI use on filings and certify independent accuracy review. Administrative Order 26-10 took effect February 13, 2026, but was rescinded by Administrative Order 26-24 on June 1, 2026.",https://flcourts18.org/wp-content/uploads/2026/02/26-10.pdf,state-court-site,[],,2026-09-06,bcf9908dd533eaea99987f75b4c56be6fc7f72fb4e5317932b5c969197698641,"""Generative artificial intelligence was used in the preparation of this filing.""",fetched-and-read,"[""ropes-gray-citation"", ""court-site-crawl""]","Administrative Order 26-24 states AO 26-10 is rescinded because Florida Rule 2.515(d)(2) supplies a statewide approach effective June 15, 2026.",permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
fl11-court-2026-generative-ai-disclosure,Administrative Order No. 26-15: Use of Artificial Intelligence in Court Filings by Attorneys and Self-Represented Litigants,administrative-order,state-trial,Eleventh Judicial Circuit of Florida,fl-11th-cir,Florida,Chief Judge Ariana Fajardo Orshan,chief-judge,2026-05-19,2026-05-19,,in-force,generative-ai,"[""attorneys"", ""pro-se-litigants""]","[""all""]","""may result in sanctions, including but not limited to: the striking the filing""","[""AI may assist preparation, research, drafting, document review, filing review, discovery review, and discovery requests."", ""Use of generative AI to draft or generate content used in a filing or record must be disclosed."", ""The certification states the filer has read and verified citations, record citations, drafted language, quotations, facts, and legal analysis."", ""Disclosure is not required for routine research, cite-checking, or grammar, spelling, and clarity edits."", ""The order vacates and supersedes Administrative Order No. 26-04.""]","The Eleventh Judicial Circuit of Florida requires attorneys and self-represented litigants to disclose generative AI use when it drafts or generates content used in court filings or records. Effective May 19, 2026, the required certification covers citations, record citations, drafted language, facts, and legal analysis.",https://feeds.jud11.flcourts.org/judges_forms/82fcdf4ed67f4f439da5f6f69e1397eb.pdf,state-court-site,[],,2026-09-06,06986bbe48869525069386efda8bdff1863e0c7985e171e398b830492bea8ccd,"""The undersigned certifies that s/he has read and verified the accuracy of every citation to the law and/or the record""",fetched-and-read,"[""court-site-crawl""]",Order states it vacates and supersedes Administrative Order No. 26-04.,permitted-with-conditions,required,not-addressed,not-required,required-each-filing,required,not-addressed,required,not-addressed,not-addressed,not-addressed,not-addressed,False
fl11-court-2026-nonapproved-ai-platforms,Administrative Order No. 26-03: Prohibition on Use of Non-Approved Generative Artificial Intelligence Platforms by Court Personnel,administrative-order,state-trial,Eleventh Judicial Circuit of Florida,fl-11th-cir,Florida,Chief Judge Ariana Fajardo Orshan,chief-judge,2026-01-15,2026-01-15,,in-force,generative-ai,"[""court-staff""]","[""all""]","""Violations of this Administrative Order may result in corrective or disciplinary action""","[""Court personnel may not access, use, or input information into non-approved generative AI platforms for court business."", ""Non-approved platforms include public OpenAI tools, consumer web AI platforms, and tools lacking court-level privacy assurances."", ""Approved tools include court-authorized enterprise tools such as Microsoft Copilot and Westlaw AI-Assisted Research."", ""Approved tools must be accessed through authorized court systems and used under court technology and security policies.""]","The Eleventh Judicial Circuit of Florida prohibits court personnel from using non-approved generative AI platforms for court business, effective January 15, 2026. Approved enterprise tools may be used through authorized court systems if users follow technology and security policies and remain responsible for work product.",https://www.jud11.flcourts.org/judges_forms/10932461063-1-26-03%20Prohibition%20on%20use%20of%20Non-Approved%20Generative%20AAI%20Platforms%20by%20Court%20Personnel-%20ogc-CONFORMED.pdf,state-court-site,[],,2026-09-06,fc8a7dce6191b3d8fe40f970d5777a6bc79c88f77bc016aa5627fdd0db2d5ae5,"""Court Personnel shall not access, use, or input any information into Non-Approved Generative Artificial Intelligence Platforms""",fetched-and-read,"[""court-site-crawl""]",,permitted-with-conditions,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
fl17-court-2025-civil-ai-certification,Administrative Order 2024-26-Civ (Amendment 2) with Civil Case Management Exhibits,administrative-order,state-trial,Seventeenth Judicial Circuit of Florida,fl-17th-cir,Florida,,,2025-04-08,2025-04-08,,unknown,any-ai,"[""attorneys"", ""pro-se-litigants""]","[""civil""]","""will be grounds for sanctions, as permitted by law""","[""The civil case management exhibit says attorneys may use AI only to the extent they can guarantee ethical compliance."", ""Filings or submissions containing AI-generated content must disclose artificial intelligence on the face of the document."", ""The filing must include a certification that the attorney or pro se party personally reviewed and verified accuracy."", ""Failure to include the certification or comply with verification requirements is grounds for sanctions.""]","The Seventeenth Judicial Circuit of Florida included AI certification and verification requirements in its amended civil case management order. The April 8, 2025 order requires attorneys and pro se parties to disclose AI-generated content on the face of civil filings and certify personal review and accuracy verification.",https://www.17th.flcourts.org/wp-content/uploads/2025/04/2024-26-Civ-Amendment-2-With-Exhibits-A-M-_04-15-2025-2.pdf,state-court-site,[],https://web.archive.org/web/20250618121530/https://www.17th.flcourts.org/wp-content/uploads/2025/04/2024-26-Civ-Amendment-2-With-Exhibits-A-M-_04-15-2025-2.pdf,2026-09-06,cf97e947f8379b920eb422086f4b09a59ad7524b9000c64f0430f6130801c9e9,"""must disclose the use of artificial intelligence on the face of the document""",fetched-and-read,"[""ropes-gray-citation"", ""court-site-crawl""]","The 17th Circuit host timed out during this crawl. A later official URL for AO2026-19-Gen appears to vacate AO2026-03-Gen Amendment 2, but that PDF could not be retrieved for primary-text coding.",permitted-with-conditions,required,not-addressed,not-addressed,required-each-filing,required,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
fl17-court-2026-ai-filings-link,Administrative Order 2026-03-GEN: Use of AI in Court Filings,administrative-order,state-trial,Seventeenth Judicial Circuit of Florida,fl-17th-cir,Florida,Chief Judge Carol-Lisa Phillips,chief-judge,2026-01-26,,,unknown,unclear,"[""all-filers""]","[""all""]",,"[""Primary PDF text was not retrieved during this crawl; no provisions were coded.""]","The official Seventeenth Judicial Circuit PDF URL for Administrative Order 2026-03-GEN could not be retrieved because the host timed out. This link-only row preserves the official source for human follow-up, and no AI-use obligations or sanctions were coded from secondary descriptions.",https://www.17th.flcourts.org/wp-content/uploads/2026/01/AO2026-03-GEN-Use-of-AI-in-Court-Filings.pdf,state-court-site,[],,2026-09-06,,,link-only,"[""ropes-gray-citation""]",Direct curl to the official PDF timed out; Internet Archive did not return a capture during this session. Human should retrieve AO2026-03-GEN and AO2026-19-GEN vacatur.,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,False
fl-supreme-court-2024-generative-ai-comments,In re Amendments to Rules Regulating The Florida Bar – Chapter 4,local-rule,state-supreme,Supreme Court of Florida,,Florida,,,2024-08-29,2024-10-28,,in-force,generative-ai,"[""attorneys""]","[""all""]",,"[""The opinion amends comments to Rules 4-1.1, 4-1.6, 4-5.1, and 4-5.3 to address generative AI."", ""Competence includes understanding benefits and risks of technology, including generative AI."", ""The confidentiality comment warns that generative AI may create risks to client confidentiality."", ""Supervisory comments direct lawyers to consider safeguards for generative AI use by lawyers and assistants.""]","The Supreme Court of Florida amended comments to several Rules Regulating The Florida Bar, effective October 28, 2024. The AI provisions warn lawyers about competence, confidentiality, supervisory safeguards, and nonlawyer use of generative AI without creating a court-filing disclosure or certification requirement.",https://supremecourt.flcourts.gov/content/download/2439771/opinion/Opinion_SC2024-0032.pdf,state-judiciary-site,[],https://web.archive.org/web/20240916175642/https://supremecourt.flcourts.gov/content/download/2439771/opinion/Opinion_SC2024-0032.pdf,2026-09-06,3e32159d86d61abefd443f87fe9f8fc9d54a6b05314d2e2f69d7f6fb0010704a,"""a lawyer should be aware that generative artificial intelligence may create risks to the lawyer’s duty of confidentiality""",fetched-and-read,"[""ropes-gray-citation"", ""court-site-crawl""]","The AI language is in professional-conduct comments, not a filing-specific certification order.",not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,not-addressed,True
